Student_ID,Age,Gender,Marital_Status,Course_Chosen,Application_Mode,Residence_Location,Parental_Education,Parental_Income_Level,Employment_Status,Socioeconomic_Level,Study_Career,Attendance,Grade_0_10,Approval_Ratio,Semester_Average_Grade,Retention,Unemployment_Rate,Inflation_Rate,Regional_GDP,Year,Soc_Num
STUD_90,30,Male,Married,Journalism,In-person,Suburban,High School,78262.0,Unemployed,Medium,Business,88.7,5.381306291666666,1.0,1.11,1,5,2.5,25000,2019,2
STUD_150,25,Female,Widowed,Management,Online,Suburban,PhD,75857.0,Unemployed,Low,Science,92.1,6.6348580749999995,0.5,0.55,0,5,2.5,25000,2018,1
STUD_424,18,Male,Married,Nursing,In-person,Urban,High School,58733.0,Part-time,Medium,Engineering,70.4,3.4332643616666663,0.75,3.47,1,5,2.5,25000,2021,2
STUD_445,19,Female,Single,Journalism,Referral,Rural,Bachelor,84466.0,Unemployed,Low,Business,78.7,4.133130663333333,1.25,3.7,0,5,2.5,25000,2017,1
STUD_358,23,Female,Married,Journalism,Online,Rural,Bachelor,49842.0,Employed,High,Engineering,65.9,3.389166993333333,0.88,1.53,1,5,2.5,25000,2017,3
STUD_419,19,Male,Married,Management,Online,Suburban,PhD,29428.0,Employed,Medium,Business,80.4,3.755487201666667,2.0,2.64,0,5,2.5,25000,2019,2
STUD_246,21,Female,Divorced,Agronomy,In-person,Rural,PhD,65701.0,Unemployed,Medium,Science,93.0,6.662536281666666,0.0,3.68,1,5,2.5,25000,2019,2
STUD_184,22,Female,Married,Agronomy,Online,Rural,PhD,69017.0,Unemployed,Medium,Business,70.5,4.527295411666667,0.2,0.46,0,5,2.5,25000,2017,2
STUD_64,28,Female,Widowed,Journalism,Online,Rural,Bachelor,79059.0,Unemployed,Low,Business,85.9,5.17065488,2.0,3.5,0,5,2.5,25000,2020,1
STUD_285,21,Male,Widowed,Design,Online,Suburban,PhD,33094.0,Part-time,Low,Engineering,66.1,4.8738512316666665,0.8,1.79,1,5,2.5,25000,2019,1
STUD_397,29,Female,Married,Nursing,Online,Urban,Bachelor,84748.0,Part-time,Low,Business,81.6,5.326274125,0.57,3.37,0,5,2.5,25000,2018,1
STUD_232,18,Female,Divorced,Education,In-person,Urban,PhD,99133.0,Unemployed,Low,Arts,70.2,4.705727468333333,3.0,0.58,1,5,2.5,25000,2017,1
STUD_214,29,Female,Married,Design,Referral,Urban,Bachelor,105461.0,Unemployed,Low,Engineering,60.2,6.492950928333333,1.17,0.89,0,5,2.5,25000,2019,1
STUD_356,26,Male,Widowed,Education,In-person,Suburban,PhD,90214.0,Employed,Low,Science,60.7,3.427483468333334,2.0,2.95,0,5,2.5,25000,2020,1
STUD_444,23,Female,Widowed,Agronomy,Online,Urban,High School,96188.0,Unemployed,Medium,Business,79.7,3.4308211666666666,2.0,2.57,1,5,2.5,25000,2020,2
STUD_272,30,Female,Single,Education,Online,Rural,PhD,31880.0,Unemployed,High,Science,68.4,6.2267981699999995,1.33,1.97,0,5,2.5,25000,2017,3
STUD_50,30,Female,Married,Education,In-person,Urban,PhD,26881.0,Part-time,Low,Engineering,65.5,5.351441896666667,0.0,3.66,1,5,2.5,25000,2018,1
STUD_449,21,Male,Divorced,Management,Online,Suburban,Bachelor,64096.0,Employed,High,Engineering,94.6,4.378944576666666,0.0,1.17,0,5,2.5,25000,2019,3
STUD_377,23,Female,Single,Technologies,In-person,Urban,Bachelor,36467.0,Employed,Low,Business,77.9,4.111526015,0.0,0.29,1,5,2.5,25000,2021,1
STUD_391,25,Male,Widowed,Nursing,Referral,Urban,PhD,25190.0,Employed,High,Science,75.0,4.485714168333333,0.17,2.23,0,5,2.5,25000,2020,3
STUD_491,24,Female,Married,Management,Online,Suburban,Bachelor,93462.0,Employed,Low,Business,92.9,3.4155827483333328,2.0,1.85,0,5,2.5,25000,2018,1
STUD_348,19,Female,Divorced,Technologies,In-person,Urban,PhD,74582.0,Unemployed,Low,Business,97.8,4.781807775,4.0,2.24,0,5,2.5,25000,2020,1
STUD_405,18,Male,Divorced,Nursing,Online,Urban,PhD,24555.0,Employed,High,Science,66.1,4.5837577566666665,0.75,0.27,1,5,2.5,25000,2019,3
STUD_153,24,Male,Married,Social Service,In-person,Suburban,Bachelor,92461.0,Unemployed,High,Business,67.8,4.773251551666667,2.67,2.13,0,5,2.5,25000,2020,3
STUD_333,18,Female,Divorced,Nursing,Online,Urban,High School,104816.0,Part-time,High,Engineering,96.1,6.5723919749999995,1.75,2.45,0,5,2.5,25000,2021,3
STUD_369,28,Female,Single,Nursing,Referral,Suburban,Master,86268.0,Employed,Medium,Engineering,68.3,5.495523765,0.14,2.98,1,5,2.5,25000,2021,2
STUD_193,25,Female,Single,Social Service,Online,Rural,High School,47237.0,Employed,High,Arts,95.8,6.138774211666666,2.0,1.21,0,5,2.5,25000,2018,3
STUD_500,25,Male,Single,Social Service,Referral,Urban,PhD,65700.0,Part-time,Low,Science,94.4,3.36654772,0.29,3.24,1,5,2.5,25000,2020,1
STUD_492,21,Male,Divorced,Design,Online,Rural,Bachelor,95609.0,Part-time,High,Science,92.6,5.803346933333334,1.2,2.08,0,5,2.5,25000,2019,3
STUD_332,18,Male,Single,Social Service,In-person,Rural,PhD,41971.0,Employed,Medium,Arts,88.0,3.469101311666667,2.0,2.09,1,5,2.5,25000,2017,2
STUD_319,21,Male,Divorced,Management,Online,Urban,High School,110355.0,Unemployed,High,Science,75.2,4.510851481666666,0.6,0.54,1,5,2.5,25000,2018,3
STUD_210,22,Male,Widowed,Agronomy,Online,Suburban,Master,71908.0,Part-time,Low,Arts,87.0,5.9676480383333335,0.29,2.71,1,5,2.5,25000,2021,1
STUD_115,26,Male,Widowed,Social Service,In-person,Urban,Bachelor,50362.0,Employed,Medium,Science,73.3,5.202548411666666,1.6,2.24,0,5,2.5,25000,2020,2
STUD_294,25,Female,Divorced,Education,In-person,Suburban,Bachelor,54468.0,Unemployed,Low,Science,84.7,4.697835356666666,0.0,2.53,0,5,2.5,25000,2018,1
STUD_177,20,Female,Divorced,Journalism,Online,Rural,High School,43557.0,Unemployed,Medium,Business,73.9,5.86705055,1.0,0.17,1,5,2.5,25000,2018,2
STUD_298,27,Male,Married,Management,Referral,Suburban,PhD,76694.0,Part-time,Medium,Business,99.8,3.403305095,0.33,2.9,0,5,2.5,25000,2020,2
STUD_182,28,Male,Married,Social Service,In-person,Urban,Bachelor,93844.0,Unemployed,High,Arts,69.9,4.253776871666666,0.0,1.11,0,5,2.5,25000,2020,3
STUD_130,19,Female,Married,Technologies,Referral,Urban,Master,83845.0,Part-time,Low,Arts,61.3,5.077365428333334,0.57,2.84,0,5,2.5,25000,2017,1
STUD_317,23,Male,Single,Management,Referral,Urban,Bachelor,23125.0,Employed,Low,Arts,86.4,4.423520610000001,1.0,2.76,0,5,2.5,25000,2019,1
STUD_394,28,Female,Widowed,Agronomy,Online,Rural,Bachelor,72572.0,Employed,Low,Business,68.0,5.530878205,0.0,3.89,1,5,2.5,25000,2020,1
STUD_494,22,Female,Single,Management,In-person,Rural,PhD,100790.0,Part-time,Medium,Arts,75.7,4.552434035,1.6,3.01,1,5,2.5,25000,2019,2
STUD_401,23,Female,Widowed,Management,Referral,Urban,Bachelor,85915.0,Unemployed,High,Arts,99.1,6.0008264733333325,0.5,0.38,0,5,2.5,25000,2017,3
STUD_28,28,Female,Married,Education,Referral,Rural,PhD,97703.0,Part-time,High,Arts,84.4,4.4590867266666665,0.0,1.74,0,5,2.5,25000,2019,3
STUD_79,20,Female,Divorced,Journalism,Referral,Urban,High School,56862.0,Unemployed,Low,Business,60.4,5.678922081666666,1.17,0.33,0,5,2.5,25000,2017,1
STUD_85,18,Male,Married,Education,Online,Rural,Bachelor,118573.0,Part-time,Low,Business,73.4,3.5669631283333336,1.2,0.26,0,5,2.5,25000,2019,1
STUD_74,29,Male,Married,Technologies,In-person,Suburban,High School,71378.0,Part-time,Medium,Science,93.9,6.601533911666667,0.25,2.19,1,5,2.5,25000,2021,2
STUD_19,18,Female,Widowed,Agronomy,Referral,Rural,High School,36301.0,Unemployed,Medium,Science,78.3,5.556314873333333,2.0,3.81,0,5,2.5,25000,2018,2
STUD_146,43,Male,Widowed,Education,In-person,Suburban,Bachelor,115221.0,Part-time,High,Science,84.3,3.4803586449999995,4.0,2.83,1,5,2.5,25000,2017,3
STUD_385,42,Male,Single,Technologies,Referral,Suburban,PhD,65957.0,Employed,High,Business,97.7,6.207726736666666,2.0,2.08,0,5,2.5,25000,2017,3
STUD_284,29,Female,Widowed,Education,Online,Urban,Bachelor,87347.0,Part-time,Medium,Science,87.0,5.346863938333334,2.0,3.84,1,5,2.5,25000,2019,2
STUD_220,28,Female,Divorced,Social Service,Online,Rural,PhD,97865.0,Part-time,Low,Arts,74.8,3.4262222950000005,0.67,3.15,1,5,2.5,25000,2017,1
STUD_336,24,Female,Single,Journalism,Online,Suburban,High School,53097.0,Unemployed,Medium,Science,63.4,3.7428024483333333,0.0,1.08,1,5,2.5,25000,2020,2
STUD_132,22,Female,Widowed,Journalism,In-person,Suburban,Bachelor,21665.0,Employed,Low,Engineering,79.9,3.6347831666666663,2.33,3.53,1,5,2.5,25000,2021,1
STUD_498,23,Female,Divorced,Education,In-person,Suburban,Bachelor,58390.0,Unemployed,Medium,Science,69.3,4.039108271666667,2.5,0.11,1,5,2.5,25000,2018,2
STUD_478,25,Male,Single,Education,Referral,Rural,Bachelor,89992.0,Unemployed,High,Engineering,73.4,4.076138718333333,0.4,0.36,1,5,2.5,25000,2017,3
STUD_201,20,Male,Married,Nursing,Online,Rural,Bachelor,79552.0,Part-time,Low,Engineering,78.8,3.4736920133333333,0.8,3.65,1,5,2.5,25000,2017,1
STUD_374,30,Female,Divorced,Design,In-person,Suburban,Bachelor,59405.0,Part-time,Low,Engineering,82.0,6.175965006666667,0.5,0.45,1,5,2.5,25000,2019,1
STUD_469,27,Male,Single,Technologies,Online,Rural,Master,85166.0,Part-time,Medium,Business,76.4,5.64237394,0.25,0.68,0,5,2.5,25000,2021,2
STUD_471,20,Male,Divorced,Education,Referral,Rural,Master,39235.0,Unemployed,High,Arts,96.9,6.480753531666666,0.0,5.535746626,1,5,2.5,25000,2017,3
STUD_277,26,Male,Single,Technologies,Online,Rural,Master,40445.0,Part-time,Medium,Engineering,66.3,6.3984145266666665,0.17,2.31,1,5,2.5,25000,2018,2
STUD_454,23,Female,Married,Education,In-person,Urban,Bachelor,76542.0,Part-time,Medium,Engineering,93.3,4.05982934,0.86,0.99,0,5,2.5,25000,2021,2
STUD_470,25,Female,Single,Management,Referral,Suburban,Bachelor,36456.0,Part-time,Medium,Science,61.6,6.044010873333333,0.38,2.84,1,5,2.5,25000,2019,2
STUD_166,21,Female,Divorced,Management,In-person,Rural,Bachelor,43206.0,Employed,High,Engineering,82.0,4.675000008333334,6.0,5.014787145,1,5,2.5,25000,2017,3
STUD_162,30,Female,Divorced,Management,Referral,Suburban,Bachelor,32482.0,Part-time,High,Science,62.7,5.348675905,8.0,5.525703202,0,5,2.5,25000,2019,3
STUD_275,27,Female,Married,Technologies,Referral,Urban,Master,48659.0,Unemployed,High,Science,65.0,3.6512121383333334,0.0,2.02,0,5,2.5,25000,2018,3
STUD_17,20,Male,Divorced,Management,Referral,Rural,Master,119068.0,Employed,High,Engineering,83.4,4.082167575,0.75,2.36,1,5,2.5,25000,2017,3
STUD_164,28,Male,Widowed,Management,Referral,Urban,Bachelor,48756.0,Part-time,High,Arts,95.6,5.616369651666667,0.8,1.43,1,5,2.5,25000,2019,3
STUD_364,21,Male,Single,Nursing,In-person,Suburban,PhD,75396.0,Employed,Medium,Business,80.9,3.732351621666667,0.38,2.62,0,5,2.5,25000,2021,2
STUD_239,26,Male,Married,Education,Online,Rural,PhD,113630.0,Unemployed,High,Arts,77.2,4.300977205,1.14,1.56,0,5,2.5,25000,2021,3
STUD_339,22,Female,Single,Education,Referral,Urban,Bachelor,38607.0,Unemployed,Medium,Business,62.5,4.809911918333333,8.0,3.96,1,5,2.5,25000,2017,2
STUD_80,25,Male,Widowed,Management,Referral,Suburban,Bachelor,108634.0,Unemployed,High,Arts,98.5,4.64377357,1.0,0.85,0,5,2.5,25000,2019,3
STUD_306,30,Female,Divorced,Management,Referral,Urban,Bachelor,103096.0,Unemployed,Low,Business,61.7,3.839208801666667,0.5,0.08,1,5,2.5,25000,2020,1
STUD_181,29,Female,Married,Education,Online,Urban,High School,113238.0,Part-time,Low,Science,61.5,4.964600376666667,0.33,3.63,1,5,2.5,25000,2019,1
STUD_76,26,Male,Married,Management,Online,Urban,Bachelor,103131.0,Employed,Low,Engineering,89.2,4.781753535,1.0,3.29,0,5,2.5,25000,2018,1
STUD_437,23,Female,Divorced,Nursing,In-person,Suburban,Bachelor,38963.0,Employed,High,Arts,83.9,4.644126886666667,1.0,3.92,0,5,2.5,25000,2019,3
STUD_346,29,Male,Widowed,Management,Online,Urban,High School,25682.0,Part-time,Medium,Engineering,95.3,6.004485911666667,0.29,2.23,0,5,2.5,25000,2019,2
STUD_309,24,Female,Widowed,Agronomy,In-person,Urban,Bachelor,83694.0,Employed,High,Engineering,73.4,4.212745091666667,1.2,2.34,1,5,2.5,25000,2019,3
STUD_110,25,Male,Single,Social Service,In-person,Suburban,Bachelor,91793.0,Employed,High,Business,80.0,5.825105791666666,,4.856597008,1,5,2.5,25000,2020,3
STUD_230,27,Female,Divorced,Design,Online,Rural,Master,45525.0,Employed,Medium,Science,88.0,4.705389935,1.17,2.06,0,5,2.5,25000,2019,2
STUD_180,23,Male,Single,Management,In-person,Suburban,PhD,78655.0,Employed,Medium,Business,61.6,5.2208299516666665,0.0,2.72,0,5,2.5,25000,2019,2
STUD_400,30,Female,Single,Management,Online,Suburban,Bachelor,48102.0,Unemployed,High,Arts,97.6,3.8120003166666665,0.38,1.76,1,5,2.5,25000,2020,3
STUD_149,21,Male,Widowed,Nursing,In-person,Rural,PhD,47267.0,Employed,Medium,Engineering,68.5,5.85687659,1.25,1.6,1,5,2.5,25000,2017,2
STUD_307,27,Male,Widowed,Design,Online,Urban,Bachelor,38498.0,Part-time,High,Engineering,71.1,5.07651026,2.0,2.95,0,5,2.5,25000,2019,3
STUD_155,28,Male,Single,Journalism,Referral,Suburban,Bachelor,69143.0,Employed,High,Business,80.2,3.5229775883333336,7.0,1.37,1,5,2.5,25000,2017,3
STUD_1,30,Female,Married,Management,In-person,Rural,High School,179712.0,Employed,High,Science,86.9,9.998223388333333,0.83,2.34,0,5,2.5,25000,2019,3
STUD_261,29,Female,Married,Nursing,Online,Suburban,Master,67462.0,Unemployed,Medium,Engineering,64.3,5.074449433333333,0.5,0.35,0,5,2.5,25000,2017,2
STUD_371,27,Female,Single,Journalism,Online,Suburban,Bachelor,30815.0,Unemployed,High,Science,92.0,5.954011021666666,1.0,1.18,1,5,2.5,25000,2019,3
STUD_466,27,Male,Divorced,Nursing,Online,Urban,High School,78722.0,Employed,High,Engineering,79.2,3.5964276099999997,0.5,2.68,0,5,2.5,25000,2020,3
STUD_215,23,Female,Divorced,Management,Referral,Rural,Bachelor,85040.0,Unemployed,Low,Arts,70.8,5.7235665550000006,0.25,0.48,0,5,2.5,25000,2019,1
STUD_390,30,Male,Married,Management,Referral,Urban,Bachelor,85952.0,Part-time,High,Business,87.9,5.454917598333333,1.0,3.15,0,5,2.5,25000,2019,3
STUD_21,23,Male,Married,Social Service,Referral,Rural,High School,48970.0,Employed,High,Engineering,94.6,6.587126416666667,1.14,1.68,0,5,2.5,25000,2017,3
STUD_39,28,Female,Widowed,Journalism,Referral,Suburban,Bachelor,65367.0,Unemployed,Low,Business,65.5,5.91102121,1.5,0.28,1,5,2.5,25000,2018,1
STUD_254,19,Female,Single,Education,Online,Rural,PhD,49102.0,Part-time,Medium,Arts,98.8,5.164261535,0.57,0.4,0,5,2.5,25000,2018,2
STUD_329,20,Female,Single,Design,Online,Urban,Bachelor,115208.0,Unemployed,Medium,Arts,72.3,5.072428735,0.6,0.47,1,5,2.5,25000,2017,2
STUD_86,27,Male,Single,Design,Online,Suburban,High School,95091.0,Unemployed,Low,Arts,99.6,6.618680206666666,1.5,3.77,0,5,2.5,25000,2018,1
STUD_34,25,Female,Single,Journalism,Referral,Rural,Bachelor,106985.0,Part-time,Low,Science,76.2,5.668251056666667,5.0,1.14,0,5,2.5,25000,2020,1
STUD_129,29,Female,Divorced,Technologies,Referral,Rural,Bachelor,36990.0,Unemployed,Low,Business,94.0,6.476783111666666,0.25,2.88,0,5,2.5,25000,2017,1
STUD_479,22,Male,Divorced,Management,In-person,Urban,Bachelor,28773.0,Employed,Medium,Science,79.5,4.962374363333334,0.8,2.42,1,5,2.5,25000,2018,2
STUD_198,21,Male,Married,Nursing,Referral,Urban,PhD,34596.0,Employed,Medium,Business,95.3,4.208989618333334,0.4,2.01,0,5,2.5,25000,2020,2
STUD_368,25,Female,Single,Design,In-person,Urban,High School,66958.0,Part-time,Low,Business,76.8,6.22668683,1.33,2.66,0,5,2.5,25000,2021,1
STUD_353,19,Female,Married,Agronomy,Referral,Suburban,PhD,23295.0,Unemployed,Medium,Business,74.6,5.172351430000001,0.33,3.57,0,5,2.5,25000,2019,2
STUD_383,23,Female,Single,Technologies,In-person,Urban,Bachelor,88081.0,Part-time,Low,Business,63.6,3.7054050499999995,0.17,3.01,1,5,2.5,25000,2020,1
STUD_395,27,Female,Divorced,Management,Online,Urban,Bachelor,36192.0,Part-time,High,Science,62.4,4.497166466666666,2.0,1.02,0,5,2.5,25000,2019,3
STUD_45,28,Male,Divorced,Education,Referral,Urban,Master,101540.0,Employed,High,Engineering,79.1,4.719059346666667,2.0,2.41,0,5,2.5,25000,2020,3
STUD_206,26,Male,Widowed,Nursing,Online,Rural,Bachelor,23287.0,Unemployed,Low,Science,62.3,4.59390755,4.0,0.77,1,5,2.5,25000,2020,1
STUD_88,26,Female,Married,Journalism,Referral,Rural,Bachelor,70732.0,Unemployed,High,Business,98.0,4.158954313333333,1.5,3.49,0,5,2.5,25000,2020,3
STUD_483,18,Male,Single,Design,In-person,Suburban,PhD,84176.0,Part-time,Low,Business,78.6,4.165425993333333,0.0,1.09,0,5,2.5,25000,2017,1
STUD_347,18,Female,Married,Journalism,In-person,Suburban,PhD,112956.0,Part-time,Low,Arts,90.5,4.90955257,1.0,0.0,1,5,2.5,25000,2021,1
STUD_325,24,Male,Married,Nursing,Online,Rural,Bachelor,46010.0,Part-time,High,Arts,89.8,5.431065771666667,1.17,2.57,1,5,2.5,25000,2020,3
STUD_289,27,Female,Divorced,Education,In-person,Rural,Bachelor,80141.0,Employed,High,Business,64.3,3.7620199650000004,0.17,0.6,1,5,2.5,25000,2019,3
STUD_412,20,Male,Widowed,Social Service,In-person,Suburban,High School,45214.0,Unemployed,High,Science,86.9,3.9266270833333334,1.0,1.09,0,5,2.5,25000,2017,3
STUD_446,26,Female,Single,Management,Referral,Urban,PhD,102975.0,Unemployed,High,Arts,73.5,6.357012653333332,0.62,1.0,1,5,2.5,25000,2017,3
STUD_406,26,Male,Married,Nursing,Online,Rural,Master,106294.0,Part-time,Low,Science,75.1,5.974946021666666,0.0,0.01,0,5,2.5,25000,2018,1
STUD_372,26,Female,Married,Education,Online,Rural,High School,118815.0,Part-time,Low,Arts,92.1,3.969309095,0.12,2.26,1,5,2.5,25000,2019,1
STUD_196,27,Male,Single,Social Service,Referral,Urban,Master,34920.0,Unemployed,Low,Business,87.8,3.9140889700000003,5.0,2.05,1,5,2.5,25000,2019,1
STUD_437,23,Female,Divorced,Nursing,In-person,Suburban,Bachelor,38963.0,Employed,High,Arts,83.9,4.644126886666667,1.0,3.92,0,5,2.5,25000,2019,3
STUD_271,25,Female,Widowed,Technologies,Referral,Suburban,High School,44439.0,Employed,Low,Engineering,62.2,3.427668285,2.0,3.63,0,5,2.5,25000,2019,1
STUD_87,27,Male,Married,Nursing,In-person,Rural,Master,36395.0,Part-time,Low,Engineering,95.8,4.757781661666667,2.0,3.57,0,5,2.5,25000,2021,1
STUD_244,22,Female,Widowed,Management,In-person,Urban,PhD,40872.0,Part-time,High,Engineering,78.8,4.652634778333333,1.5,1.75,0,5,2.5,25000,2018,3
STUD_427,19,Male,Widowed,Management,Referral,Urban,Bachelor,88330.0,Part-time,High,Arts,87.3,6.187678006666667,1.33,1.75,1,5,2.5,25000,2019,3
STUD_221,43,Female,Married,Design,Online,Urban,Master,50607.0,Employed,Low,Arts,70.0,5.944978055,0.5,2.14,1,5,2.5,25000,2019,1
STUD_170,27,Male,Widowed,Journalism,Referral,Suburban,Bachelor,97341.0,Employed,Low,Business,99.7,6.173446511666667,1.0,1.15,0,5,2.5,25000,2018,1
STUD_296,27,Female,Single,Education,In-person,Rural,High School,85198.0,Part-time,Medium,Business,99.5,3.9456209466666663,1.4,0.24,1,5,2.5,25000,2018,2
STUD_388,19,Female,Single,Design,Online,Suburban,PhD,100400.0,Part-time,Medium,Science,93.5,3.738739116666667,2.0,1.63,0,5,2.5,25000,2020,2
STUD_150,25,Female,Widowed,Management,Online,Suburban,PhD,75857.0,Unemployed,Low,Science,92.1,6.6348580749999995,0.5,0.55,0,5,2.5,25000,2018,1
STUD_140,28,Male,Single,Technologies,Online,Urban,Bachelor,79218.0,Unemployed,Low,Business,79.5,4.26416552,8.0,2.02,1,5,2.5,25000,2021,1
STUD_403,26,Female,Married,Nursing,Referral,Urban,Bachelor,77780.0,Employed,High,Arts,94.1,6.235318615,3.5,2.83,1,5,2.5,25000,2021,3
STUD_366,24,Female,Divorced,Design,In-person,Urban,PhD,63503.0,Unemployed,High,Engineering,72.4,5.570738788333333,,5.034897195,0,5,2.5,25000,2019,3
STUD_109,18,Male,Single,Design,In-person,Suburban,Master,61431.0,Unemployed,Medium,Engineering,63.0,6.447473641666667,1.0,2.19,1,5,2.5,25000,2021,2
STUD_287,26,Female,Widowed,Journalism,Referral,Suburban,PhD,57852.0,Unemployed,High,Science,88.0,6.498783276666666,1.2,3.83,0,5,2.5,25000,2021,3
STUD_441,18,Male,Single,Technologies,Online,Rural,Bachelor,39116.0,Unemployed,Medium,Engineering,74.3,3.7401034233333337,0.75,3.16,0,5,2.5,25000,2018,2
STUD_136,48,Male,Widowed,Agronomy,In-person,Urban,Master,61026.0,Employed,High,Business,86.6,3.97974968,0.0,2.39,0,5,2.5,25000,2020,3
STUD_409,21,Female,Divorced,Management,Online,Rural,PhD,77057.0,Unemployed,Low,Science,63.3,4.827058055,0.88,3.77,1,5,2.5,25000,2018,1
STUD_363,18,Female,Widowed,Design,In-person,Suburban,PhD,115599.0,Unemployed,Low,Engineering,93.0,5.559353828333333,4.0,0.77,0,5,2.5,25000,2017,1
STUD_15,30,Female,Single,Management,Online,Suburban,Bachelor,57921.0,Employed,Low,Science,90.8,9.998223388333333,1.33,0.65,1,5,2.5,25000,2021,1
STUD_433,26,Male,Widowed,Technologies,In-person,Suburban,Bachelor,112998.0,Employed,Low,Science,89.4,5.683077281666666,0.0,1.99,1,5,2.5,25000,2019,1
STUD_129,29,Female,Divorced,Technologies,Referral,Rural,Bachelor,36990.0,Unemployed,Low,Business,94.0,6.476783111666666,0.25,2.88,0,5,2.5,25000,2017,1
STUD_136,48,Male,Widowed,Agronomy,In-person,Urban,Master,61026.0,Employed,High,Business,86.6,3.97974968,0.0,2.39,0,5,2.5,25000,2020,3
STUD_382,21,Male,Divorced,Technologies,Referral,Rural,High School,22581.0,Employed,High,Engineering,72.3,3.8960834466666667,1.14,1.55,1,5,2.5,25000,2020,3
STUD_320,27,Male,Divorced,Journalism,In-person,Suburban,Bachelor,95031.0,Unemployed,Medium,Science,84.9,3.665743925,2.33,3.63,1,5,2.5,25000,2019,2
STUD_208,28,Male,Divorced,Journalism,Online,Urban,PhD,97044.0,Part-time,Low,Science,93.5,5.348610771666666,,5.423419146,1,5,2.5,25000,2019,1
STUD_243,24,Female,Widowed,Social Service,Referral,Urban,Bachelor,104908.0,Unemployed,Medium,Science,89.2,5.033066296666667,0.0,3.96,1,5,2.5,25000,2019,2
STUD_407,24,Male,Single,Management,In-person,Suburban,High School,114503.0,Employed,Low,Business,69.8,5.600197428333333,0.5,0.44,1,5,2.5,25000,2018,1
STUD_410,30,Female,Married,Management,Online,Rural,Master,100217.0,Employed,Medium,Arts,82.1,4.0809734849999995,0.86,0.55,1,5,2.5,25000,2019,2
STUD_459,27,Female,Married,Design,In-person,Rural,Master,40015.0,Part-time,Low,Business,86.3,3.4252980683333334,0.67,3.27,0,5,2.5,25000,2017,1
STUD_133,25,Male,Divorced,Education,In-person,Urban,Bachelor,72067.0,Part-time,Low,Arts,96.0,3.438860936666666,0.57,1.0,1,5,2.5,25000,2020,1
STUD_384,18,Female,Widowed,Education,Referral,Rural,Bachelor,104561.0,Employed,Medium,Engineering,71.7,6.42620853,1.5,2.16,1,5,2.5,25000,2019,2
STUD_228,30,Male,Single,Journalism,Online,Suburban,Bachelor,54550.0,Unemployed,High,Science,83.7,5.5545251816666665,3.0,3.82,0,5,2.5,25000,2017,3
STUD_236,23,Male,Married,Education,Referral,Suburban,PhD,61697.0,Employed,High,Engineering,100.0,5.575439923333333,0.0,5.65258274,1,5,2.5,25000,2020,3
STUD_53,24,Female,Married,Social Service,Referral,Suburban,High School,77593.0,Employed,High,Arts,80.6,5.791676046666666,0.17,3.7,0,5,2.5,25000,2019,3
STUD_499,20,Male,Divorced,Management,Referral,Suburban,Bachelor,107704.0,Part-time,Low,Engineering,70.8,5.6217002,,5.451727408,1,5,2.5,25000,2020,1
STUD_460,27,Male,Single,Design,In-person,Suburban,High School,86606.0,Part-time,Low,Science,73.7,3.4944503816666668,0.4,0.66,0,5,2.5,25000,2018,1
